"ID","sex","age_baguage","year_baguage"
"EC103792",NA,NA,NA
"4025065",NA,NA,NA
"EA542002",NA,NA,NA
"EA542017",NA,NA,NA
"EA542069",NA,NA,NA
"EA542070",NA,NA,NA
"EA542071",NA,NA,NA
"EA542073",NA,NA,NA
"EA542075",NA,NA,NA
"EA542076",NA,NA,NA
"EA542077",NA,NA,NA
"EA542078",NA,NA,NA
"EA580421",NA,NA,NA
"EA580422",NA,NA,NA
"EA580424",NA,NA,NA
"EA580425",NA,NA,NA
"EA580426",NA,NA,NA
"EA580430",NA,NA,NA
"EA580432",NA,NA,NA
"EA580433",NA,NA,NA
"EA580475",NA,NA,NA
"EA581477",NA,NA,NA
"EA581479",NA,NA,NA
"EA581481",NA,NA,NA
"EA581486",NA,NA,NA
"EA581489",NA,NA,NA
"EA581490",NA,NA,NA
"EA581492",NA,NA,NA
"EA581523",NA,NA,NA
"EA581639",NA,NA,NA
"EC103765",NA,NA,NA
"EC103766",NA,NA,NA
"EC103787",NA,NA,NA
"EC103788",NA,NA,NA
"EC103791",NA,NA,NA
"EC110552",NA,NA,NA
"EN08034",NA,NA,NA
"EA580462",NA,NA,NA
"EA580463",NA,NA,NA
"EA580464",NA,NA,NA
"EA580465",NA,NA,NA
"EA580466",NA,NA,NA
"EA580467",NA,NA,NA
"EA580468",NA,NA,NA
"EA580469",NA,NA,NA
"EA580470",NA,NA,NA
"EA580471",NA,NA,NA
"EA580476",NA,NA,NA
"EA580477",NA,NA,NA
"EA580478",NA,NA,NA
"EA580480",NA,NA,NA
"EA580481",NA,NA,NA
"EA580488",NA,NA,NA
"EA580489",NA,NA,NA
"EA580490",NA,NA,NA
"EA580491",NA,NA,NA
"EA580492",NA,NA,NA
"EA580493",NA,NA,NA
"EA580494",NA,NA,NA
"EA580495",NA,NA,NA
"EA580497",NA,NA,NA
"EA580498",NA,NA,NA
"EA580499",NA,NA,NA
"EA580500",NA,NA,NA
"EA639684",NA,NA,NA
"EA581541",NA,NA,NA
"EA581501",NA,NA,NA
"EA581504",NA,NA,NA
"EA581505",NA,NA,NA
"EA581506",NA,NA,NA
"EA581507",NA,NA,NA
"EA581508",NA,NA,NA
"EA581509",NA,NA,NA
"EA581511",NA,NA,NA
"EA581512",NA,NA,NA
"EA581513",NA,NA,NA
"EA581514",NA,NA,NA
"EA581515",NA,NA,NA
"EA581520",NA,NA,NA
"EA581521",NA,NA,NA
"EA581522",NA,NA,NA
"EA581527",NA,NA,NA
"EA581540",NA,NA,NA
"EA581542",NA,NA,NA
"EA581544",NA,NA,NA
"EA581545",NA,NA,NA
"EA581546",NA,NA,NA
"EA581547",NA,NA,NA
"EA593051",NA,NA,NA
"EA635101",NA,NA,NA
"EA635103",NA,NA,NA
"EA635104",NA,NA,NA
"EA635105",NA,NA,NA
"EA635108",NA,NA,NA
"EA635109",NA,NA,NA
"EA635112",NA,NA,NA
"EA635119",NA,NA,NA
"EA635142",NA,NA,NA
"EA671454",NA,NA,NA
